County,State,Pov_Pct_All,Median_Income,Crime_Rate_per_100000,Population,Mean_Rent,Latitude,Longitude,Pct_Income_as_Rent
Beaufort County,SC,0.216,0.361,Low,0.005,0.274,0.285,-80.753485,19.4
Berkeley County,SC,0.218,0.32,Very Low,0.011,0.244,0.59,-77.978212,18.6
Calhoun County,SC,0.407,0.178,Very Low,0.0,0.28,0.125,-96.555402,28.8
Charleston County,SC,0.261,0.324,Low,0.037,0.434,0.305,-79.829903,32.9
Cherokee County,SC,0.384,0.138,Very Low,0.022,0.0,0.275,-95.122103,0.0
Chester County,SC,0.507,0.118,Very Low,0.051,0.0,0.413,-88.810464,0.0
Chesterfield County,SC,0.457,0.132,Very Low,0.033,0.392,0.504,-77.572819,45.7
Clarendon County,SC,0.5,0.114,Low,0.003,0.104,0.338,-80.352648,12.8
Colleton County,SC,0.448,0.105,Medium,0.004,0.194,0.316,-80.81421,24.4
Darlington County,SC,0.411,0.134,Medium,0.007,0.143,0.372,-80.07016,16.6
Dillon County,SC,0.632,0.08,Very High,0.003,0.171,0.369,-79.433644,23.5
Dorchester County,SC,0.232,0.317,Low,0.014,0.28,0.312,-80.178905,21.5
Edgefield County,SC,0.352,0.228,Very Low,0.003,0.194,0.344,-81.840937,17.8
Fairfield County,SC,0.445,0.133,Very Low,0.015,0.162,0.371,-81.090658,18.9
Florence County,SC,0.384,0.178,Very Low,0.0,0.0,0.865,-88.667306,0.0
Georgetown County,SC,0.361,0.209,Low,0.006,0.181,0.331,-79.56597,17.4
Greenville County,SC,0.236,0.283,Low,0.047,0.162,0.382,-82.384822,13.2
Greenwood County,SC,0.357,0.188,Very Low,0.001,0.0,0.366,-82.105009,0.0
Hampton County,SC,0.459,0.076,Medium,0.002,0.222,0.299,-80.854632,30.7
Horry County,SC,0.302,0.235,Medium,0.029,0.267,0.338,-78.97754,24.2
Jasper County,SC,0.45,0.139,Very Low,0.002,0.154,0.211,-93.90007,17.7
Kershaw County,SC,0.275,0.246,Low,0.006,0.257,0.362,-80.793,22.7
Lancaster County,SC,0.25,0.237,Very Low,0.001,0.292,0.512,-76.389965,26.3
Laurens County,SC,0.352,0.163,Low,0.005,0.221,0.377,-81.98559,23.7
Lee County,SC,0.566,0.084,Very Low,0.008,0.155,0.476,-83.057415,20.9
Lexington County,SC,0.223,0.316,Low,0.027,0.22,0.351,-81.13754,16.9
McCormick County,SC,0.359,0.181,Low,0.001,0.0,0.353,-82.450293,0.0
Marion County,SC,0.477,0.074,Very Low,0.001,0.175,0.59,-80.220774,24.4
Marlboro County,SC,0.564,0.093,Very High,0.003,0.219,0.386,-79.840328,28.7
Newberry County,SC,0.357,0.177,Low,0.004,0.197,0.364,-81.528368,20.4
Oconee County,SC,0.332,0.213,Very Low,0.003,0.176,0.384,-82.965604,16.8
Orangeburg County,SC,0.468,0.143,Low,0.009,0.183,0.341,-81.111953,20.7
Pickens County,SC,0.334,0.206,Very Low,0.003,0.272,0.384,-82.812407,26.3
Richland County,SC,0.282,0.273,Very Low,0.002,0.154,0.757,-90.38342,12.9
Saluda County,SC,0.339,0.18,Low,0.002,0.187,0.355,-81.771638,19.2
Spartanburg County,SC,0.264,0.222,Low,0.029,0.211,0.396,-82.098901,19.7
Sumter County,SC,0.368,0.176,Very Low,0.011,0.336,0.354,-80.52594,34.9
Union County,SC,0.45,0.122,Very Low,0.001,0.145,0.452,-83.806439,17.5
Williamsburg County,SC,0.686,0.059,Medium,0.003,0.132,0.341,-79.828661,19.5
York County,SC,0.207,0.334,Very Low,0.001,0.245,0.395,-81.0256,18.2
Aurora County,SD,0.141,0.267,Very Low,0.0,0.161,0.828,-101.6608274,13.6
Beadle County,SD,0.275,0.24,Very Low,0.002,0.179,0.804,-97.987907,16.0
Bennett County,SD,0.72,0.171,Very Low,0.0,0.161,0.75,-101.732297,16.9
Bon Homme County,SD,0.255,0.252,Very Low,0.001,0.123,0.742,-97.864223,10.7
Brookings County,SD,0.252,0.319,Very Low,0.003,0.189,0.799,-96.922206,14.4
Brown County,SD,0.155,0.283,Very Low,0.0,0.188,0.814,-88.234279,15.4
Brule County,SD,0.211,0.269,Very Low,0.001,0.0,0.768,-99.211349,0.0
Buffalo County,SD,0.759,0.0,Very Low,0.0,0.186,0.798,-91.705204,34.5
Butte County,SD,0.239,0.201,Very Low,0.0,0.183,0.814,-103.553842,17.9
Campbell County,SD,0.139,0.259,Very Low,0.0,0.298,0.775,-105.496241,25.6
Charles Mix County,SD,0.452,0.176,Very Low,0.001,0.156,0.748,-98.426833,16.2
Clark County,SD,0.209,0.366,Very Low,0.0,0.15,0.826,-90.598773,10.5
Clay County,SD,0.355,0.204,Very Low,0.001,0.17,0.355,-98.231798,16.5
Codington County,SD,0.168,0.293,Very Low,0.003,0.0,0.828,-96.974135,0.0
Corson County,SD,1.0,0.085,Very Low,0.0,0.155,0.864,-100.810681,20.8
Custer County,SD,0.166,0.305,Very Low,0.0,0.172,0.769,-103.594582,13.5
Davison County,SD,0.227,0.24,Low,0.002,0.208,0.774,-98.029973,18.6
Day County,SD,0.245,0.216,Very Low,0.001,0.091,0.85,-97.493204,8.6
Deuel County,SD,0.15,0.303,Very Low,0.0,0.147,0.818,-96.690239,11.5
Dewey County,SD,0.484,0.15,Very Low,0.001,0.156,0.84,-100.901179,17.3
Douglas County,SD,0.159,0.282,Very Low,0.0,0.107,0.882,-91.799516,8.7
Edmunds County,SD,0.166,0.324,Very Low,0.0,0.16,0.848,-99.336969,12.1
Faulk County,SD,0.216,0.242,Very Low,0.0,0.0,0.837,-99.464715,0.0
Grant County,SD,0.132,0.275,Very Low,0.001,0.187,0.74,-90.97229,15.5
Gregory County,SD,0.334,0.129,Very Low,0.0,0.0,0.746,-99.094883,0.0
Haakon County,SD,0.168,0.265,Very Low,0.0,0.169,0.789,-101.155442,14.3
Hamlin County,SD,0.127,0.334,Very Low,0.001,0.119,0.811,-97.467281,8.8
Hand County,SD,0.116,0.29,Very Low,0.0,0.063,0.808,-99.200525,5.1
Hanson County,SD,0.12,0.355,Very Low,0.0,0.0,0.774,-97.68905,0.0
Hughes County,SD,0.168,0.366,Very Low,0.001,0.181,0.802,-100.319996,12.7
Hutchinson County,SD,0.202,0.259,Very Low,0.001,0.178,0.426,-101.40236,15.3
Hyde County,SD,0.175,0.261,Very Low,0.0,0.16,0.808,-99.439332,13.7
Jackson County,SD,0.661,0.13,Very Low,0.001,0.162,0.562,-81.708811,19.0
Jerauld County,SD,0.234,0.254,Very Low,0.0,0.0,0.788,-98.42462,0.0
Jones County,SD,0.23,0.238,Very Low,0.0,0.148,0.303,-99.623217,13.3
Kingsbury County,SD,0.139,0.307,Very Low,0.0,0.11,0.801,-97.849532,8.6
Lake County,SD,0.152,0.315,Very Low,0.001,0.264,0.791,-97.215415,20.3
Lawrence County,SD,0.216,0.278,Very Low,0.001,0.172,0.399,-87.501768,14.2
Lincoln County,SD,0.02,0.531,Very Low,0.0,0.0,0.736,-110.900716,0.0
Lyman County,SD,0.439,0.161,Very Low,0.0,0.138,0.789,-99.583754,14.9
McCook County,SD,0.139,0.325,Very Low,0.001,0.145,0.773,-97.184335,11.0
McPherson County,SD,0.28,0.204,Very Low,0.0,0.0,0.551,-97.427721,0.0
Marshall County,SD,0.202,0.265,Very Low,0.001,0.219,0.616,-80.696027,18.6
Meade County,SD,0.148,0.317,Very Low,0.003,0.194,0.792,-103.33319,14.9
Mellette County,SD,0.732,0.11,Very Low,0.0,0.101,0.767,-100.744877,12.5
Miner County,SD,0.168,0.243,Very Low,0.0,0.0,0.786,-97.595945,0.0
Minnehaha County,SD,0.2,0.318,Low,0.018,0.19,0.768,-96.464344,14.5
Moody County,SD,0.166,0.309,Very Low,0.001,0.162,0.781,-96.657813,12.6
Pennington County,SD,0.2,0.285,Very Low,0.001,0.148,0.788,-102.446368,12.1
Perkins County,SD,0.22,0.206,Very Low,0.0,0.192,0.646,-102.044184,18.5
Potter County,SD,0.15,0.308,Very Low,0.0,0.227,0.407,-101.830199,17.7
Roberts County,SD,0.377,0.193,Very Low,0.001,0.184,0.842,-97.039106,18.3
Sanborn County,SD,0.193,0.26,Very Low,0.0,0.135,0.788,-98.271711,11.6
Spink County,SD,0.198,0.229,Very Low,0.001,0.0,0.831,-98.097401,0.0
Sully County,SD,0.08,0.343,Very Low,0.0,0.162,0.822,-100.07345,11.8
Todd County,SD,0.923,0.061,Very Low,0.001,0.148,0.747,-101.030689,21.7
Tripp County,SD,0.325,0.247,Very Low,0.001,0.193,0.759,-99.855177,17.0
Turner County,SD,0.15,0.303,Very Low,0.001,0.146,0.746,-97.157586,11.5
Union County,SD,0.066,0.5,Very Low,0.001,0.145,0.452,-83.806439,8.3
Walworth County,SD,0.259,0.21,Very Low,0.01,0.323,0.727,-88.413527,30.9
Yankton County,SD,0.232,0.253,Very Low,0.002,0.161,0.738,-97.173726,14.0
Ziebach County,SD,0.993,0.1,Very Low,0.0,0.128,0.828,-101.227615,16.5
Anderson County,TN,0.37,0.21,Very Low,0.002,0.132,0.138,-99.6124226,12.7
Bedford County,TN,0.309,0.212,Very Low,0.007,0.12,0.501,-79.725502,11.4
Benton County,TN,0.389,0.129,Very Low,0.001,0.293,0.879,-119.044842,34.4
Blount County,TN,0.22,0.259,Very Low,0.006,0.197,0.432,-83.868542,17.0
Bradley County,TN,0.334,0.203,Very Low,0.001,0.212,0.403,-84.909587,20.6
Campbell County,TN,0.518,0.099,Very Low,0.0,0.298,0.775,-105.496241,38.3
Carroll County,TN,0.402,0.151,Very Low,0.001,0.152,0.473,-80.809459,16.9
Carter County,TN,0.459,0.118,Very Low,0.0,0.145,0.455,-82.232529,17.6
Cheatham County,TN,0.164,0.326,Low,0.004,0.294,0.446,-87.056488,22.2
Chester County,TN,0.355,0.2,Very Low,0.051,0.0,0.413,-88.810464,0.0
Claiborne County,TN,0.414,0.119,Low,0.001,0.143,0.461,-83.565762,17.3
Clay County,TN,0.461,0.096,Very Low,0.001,0.17,0.355,-98.231798,22.2
Coffee County,TN,0.284,0.209,Low,0.005,0.257,0.421,-86.083241,24.6
Crockett County,TN,0.357,0.151,Very Low,0.0,0.235,0.431,-88.986111,26.0
Cumberland County,TN,0.302,0.161,Very Low,0.001,0.269,0.497,-78.399326,29.1
Davidson County,TN,0.311,0.283,Very Low,0.016,0.294,0.446,-86.767453,24.0
Decatur County,TN,0.364,0.154,Very Low,0.001,0.165,0.423,-88.119357,18.1
DeKalb County,TN,0.382,0.203,Very Low,0.001,0.162,0.439,-85.821149,15.7
Dickson County,TN,0.295,0.24,Low,0.005,0.221,0.443,-87.297973,19.7
Fayette County,TN,0.236,0.328,Very Low,0.002,0.14,0.524,-81.150437,10.5
Fentress County,TN,0.507,0.087,Very Low,0.002,0.112,0.46,-84.935584,15.0
Franklin County,TN,0.264,0.237,Very Low,0.0,0.203,0.899,-118.556564,18.2
Gibson County,TN,0.28,0.174,Very Low,0.003,0.167,0.44,-88.945218,17.4
Giles County,TN,0.289,0.187,Very Low,0.002,0.129,0.501,-80.820692,13.0
Greene County,TN,0.332,0.13,Very Low,0.001,0.166,0.448,-82.819673,19.5
Grundy County,TN,0.516,0.104,Very Low,0.001,0.179,0.413,-85.56558,22.8
Hamilton County,TN,0.268,0.253,Very Low,0.001,0.19,0.256,-98.119669,16.5
Hancock County,TN,0.607,0.049,Very Low,0.002,0.128,0.636,-80.616868,19.5
Hardeman County,TN,0.473,0.144,Very Low,0.0,0.174,0.366,-99.514142,19.6
Hardin County,TN,0.439,0.135,Very Low,0.003,0.227,0.189,-94.399895,26.2
Hawkins County,TN,0.405,0.154,Very Low,0.006,0.163,0.461,-82.86088,17.9
Haywood County,TN,0.434,0.12,Very Low,0.006,0.19,0.421,-82.910855,23.0
Henderson County,TN,0.32,0.179,Very Low,0.011,0.241,0.277,-95.570391,24.9
Henry County,TN,0.357,0.15,Very Low,0.002,0.106,0.471,-79.894608,11.7
Hickman County,TN,0.386,0.163,Very Low,0.0,0.168,0.438,-87.344979,18.1
Houston County,TN,0.366,0.166,Very Low,0.002,0.188,0.241,-95.18537,20.0
Humphreys County,TN,0.284,0.202,Very Low,0.001,0.106,0.311,-90.590427,10.3
Jackson County,TN,0.459,0.114,Very Low,0.001,0.162,0.562,-81.708811,19.9
Jefferson County,TN,0.305,0.192,Very Low,0.001,0.379,0.579,-77.810685,37.9
Johnson County,TN,0.541,0.102,Very Low,0.0,0.343,0.293,-97.120532,43.7
Knox County,TN,0.277,0.284,Very Low,0.001,0.156,0.337,-99.792932,12.8
Lake County,TN,0.902,0.068,Very Low,0.001,0.264,0.791,-97.215415,37.6
Lauderdale County,TN,0.518,0.115,Very Low,0.009,0.179,0.43,-89.534107,22.0
Lawrence County,TN,0.352,0.167,Very Low,0.001,0.172,0.399,-87.501768,18.2
Lewis County,TN,0.33,0.149,Very Low,0.001,0.162,0.572,-80.462208,18.1
Lincoln County,TN,0.286,0.202,Very Low,0.0,0.0,0.736,-110.900716,0.0
Loudon County,TN,0.23,0.29,Very Low,0.005,0.244,0.428,-84.26323,19.7
McMinn County,TN,0.445,0.158,Low,0.005,0.154,0.413,-84.528084,16.7
McNairy County,TN,0.352,0.14,Low,0.003,0.185,0.405,-88.429838,21.1
Macon County,TN,0.343,0.145,Very Low,0.003,0.133,0.464,-85.848095,14.9
Madison County,TN,0.334,0.231,Very Low,0.002,0.215,0.227,-95.7565,19.6
Marion County,TN,0.355,0.177,Very Low,0.001,0.175,0.59,-80.220774,18.1
Marshall County,TN,0.236,0.232,Very Low,0.001,0.219,0.616,-80.696027,20.0
Maury County,TN,0.223,0.272,Low,0.008,0.156,0.422,-87.160201,13.0
Monroe County,TN,0.345,0.145,Very Low,0.001,0.159,0.501,-80.795017,17.8
Montgomery County,TN,0.227,0.259,Very Low,0.001,0.254,0.493,-80.488108,21.8
Moore County,TN,0.191,0.291,Very Low,0.001,0.0,0.426,-101.596432,0.0
Morgan County,TN,0.405,0.225,Very Low,0.001,0.127,0.593,-78.455275,11.7
Obion County,TN,0.366,0.166,Low,0.003,0.225,0.462,-89.110422,23.9
Overton County,TN,0.32,0.13,Low,0.002,0.145,0.458,-85.327301,17.0
Perry County,TN,0.43,0.112,Very Low,0.001,0.197,0.634,-77.133946,24.4
Polk County,TN,0.341,0.156,Very Low,0.0,0.224,0.844,-92.634675,24.5
Putnam County,TN,0.37,0.172,Very Low,0.0,0.203,0.547,-81.81221,21.3
Rhea County,TN,0.452,0.165,Low,0.003,0.158,0.417,-85.076234,16.9
Roane County,TN,0.323,0.204,Very Low,0.001,0.16,0.435,-84.674943,15.5
Robertson County,TN,0.202,0.296,Very Low,0.0,0.18,0.22,-96.595217,14.4
Rutherford County,TN,0.175,0.36,Very Low,0.007,0.264,0.435,-86.416022,18.7
Scott County,TN,0.502,0.101,Very Low,0.0,0.172,0.468,-82.563351,22.0
Sequatchie County,TN,0.348,0.197,Low,0.001,0.166,0.414,-85.389663,16.3
Sevier County,TN,0.255,0.185,Very Low,0.002,0.207,0.567,-111.866596,21.0
Shelby County,TN,0.382,0.234,Very Low,0.001,0.117,0.266,-94.245706,10.6
Smith County,TN,0.334,0.21,Very Low,0.002,0.26,0.282,-95.305886,24.9
Stewart County,TN,0.275,0.207,Very Low,0.001,0.134,0.457,-87.639869,12.8
Sullivan County,TN,0.295,0.188,Very Low,0.002,0.172,0.46,-82.461254,17.4
Sumner County,TN,0.152,0.358,Very Low,0.002,0.294,0.462,-86.605692,20.9
Tipton County,TN,0.25,0.303,Very Low,0.002,0.21,0.421,-89.830734,16.5
Unicoi County,TN,0.359,0.133,Very Low,0.002,0.168,0.447,-82.411994,19.5
Union County,TN,0.466,0.136,Very Low,0.001,0.145,0.452,-83.806439,16.8
Van Buren County,TN,0.352,0.16,Very Low,0.001,0.173,0.717,-86.267118,18.7
Warren County,TN,0.405,0.16,Very Low,0.001,0.155,0.421,-85.860575,16.8
Washington County,TN,0.314,0.217,Very Low,0.002,0.247,0.761,-88.047646,23.2
Wayne County,TN,0.5,0.117,Very Low,0.002,0.148,0.537,-82.441558,18.1
Weakley County,TN,0.336,0.147,Low,0.003,0.174,0.451,-88.825057,19.4
White County,TN,0.336,0.153,Very Low,0.002,0.175,0.438,-85.472439,19.3
Williamson County,TN,0.036,0.791,Very Low,0.02,0.244,0.207,-97.423961,9.9
Wilson County,TN,0.114,0.412,Very Low,0.005,0.206,0.15,-97.963888,13.4
Anderson County,TX,0.4,0.196,Very Low,0.002,0.132,0.138,-99.6124226,13.1
Andrews County,TX,0.159,0.479,Low,0.002,0.301,0.283,-102.551531,17.7
Angelina County,TX,0.33,0.219,Low,0.009,0.151,0.234,-94.782885,14.1
Aransas County,TX,0.336,0.181,Very Low,0.002,0.315,0.103,-96.987818,32.3
Archer County,TX,0.139,0.364,Very Low,0.001,0.205,0.337,-98.434932,14.4
Armstrong County,TX,0.159,0.314,Very Low,0.0,0.199,0.648,-79.531209,15.3
Atascosa County,TX,0.386,0.254,Very Low,0.005,0.156,0.143,-98.472227,13.5
Austin County,TX,0.211,0.34,Very Low,0.003,0.229,0.167,-96.063517,16.8
Bailey County,TX,0.282,0.15,Very Low,0.001,0.182,0.365,-102.72838,20.2
Bandera County,TX,0.225,0.299,Very Low,0.002,0.187,0.167,-98.991496,14.9
Bastrop County,TX,0.211,0.33,Low,0.008,0.204,0.183,-97.15041,15.3
Baylor County,TX,0.318,0.149,Very Low,0.0,0.149,0.337,-99.258495,16.6
Bee County,TX,0.455,0.191,Very Low,0.003,0.323,0.121,-97.798026,32.4
Bell County,TX,0.284,0.252,Very Low,0.003,0.336,0.232,-97.780019,29.2
Bexar County,TX,0.277,0.285,Low,0.181,0.199,0.152,-98.657373,16.2
Blanco County,TX,0.17,0.297,Very Low,0.001,0.163,0.2,-98.361174,13.0
Bosque County,TX,0.264,0.235,Very Low,0.002,0.168,0.266,-97.649091,15.2
Bowie County,TX,0.345,0.19,Medium,0.009,0.226,0.33,-94.118707,22.6
Brazoria County,TX,0.164,0.469,Very Low,0.033,0.322,0.138,-95.283757,19.3
Brazos County,TX,0.468,0.212,Low,0.02,0.211,0.216,-96.322241,20.1
Brewster County,TX,0.259,0.183,Very Low,0.001,0.191,0.198,-103.664456,19.5
Brooks County,TX,0.643,0.07,Very Low,0.001,0.323,0.063,-98.064536,45.7
Brown County,TX,0.336,0.185,Very Low,0.0,0.188,0.814,-88.234279,19.0
Burleson County,TX,0.275,0.264,Very Low,0.002,0.208,0.206,-96.700624,17.6
Burnet County,TX,0.223,0.293,Very Low,0.004,0.267,0.207,-98.27137,21.5
Caldwell County,TX,0.327,0.225,Very Low,0.008,0.0,0.177,-97.937735,0.0
Calhoun County,TX,0.305,0.272,Very Low,0.0,0.28,0.125,-96.555402,23.4
Cameron County,TX,0.65,0.108,Very Low,0.0,0.106,0.019,-97.581886,13.2
Cass County,TX,0.377,0.159,Very Low,0.004,0.19,0.318,-94.15323,20.6
Castro County,TX,0.35,0.199,Very Low,0.001,0.201,0.378,-102.102346,19.8
Chambers County,TX,0.141,0.528,Very Low,0.004,0.426,0.177,-94.885527,23.5
Cherokee County,TX,0.355,0.179,Very Low,0.022,0.0,0.275,-95.122103,0.0
Clay County,TX,0.202,0.275,Very Low,0.001,0.17,0.355,-98.231798,14.2
Cochran County,TX,0.434,0.16,Very Low,0.0,0.141,0.338,-102.61337,15.2
Coke County,TX,0.23,0.19,Very Low,0.0,0.189,0.264,-100.295123,19.0
Collin County,TX,0.073,0.621,Very Low,0.085,0.361,0.313,-96.519995,17.7
Collingsworth County,TX,0.355,0.154,Very Low,0.0,0.158,0.392,-100.214092,17.4
Colorado County,TX,0.252,0.242,Low,0.002,0.185,0.17,-96.584857,16.5
Comal County,TX,0.111,0.441,Very Low,0.012,0.439,0.164,-98.251244,27.3
Comanche County,TX,0.305,0.177,Very Low,0.001,0.194,0.262,-98.402529,20.0
Cooke County,TX,0.223,0.307,Very Low,0.004,0.223,0.333,-97.152641,17.4
Coryell County,TX,0.286,0.224,Very Low,0.008,0.189,0.244,-97.511327,17.5
Cottle County,TX,0.409,0.123,Very Low,0.0,0.111,0.355,-100.303693,13.3
Crockett County,TX,0.216,0.301,Very Low,0.0,0.235,0.431,-88.986111,18.6
Crosby County,TX,0.441,0.113,Very Low,0.001,0.164,0.341,-101.384591,20.2
Culberson County,TX,0.466,0.119,Very Low,0.0,0.183,0.227,-104.834154,22.1
Dallas County,TX,0.33,0.281,Very Low,0.007,0.325,0.311,-96.708069,26.7
Dawson County,TX,0.42,0.191,Very Low,0.002,0.0,0.291,-101.715847,0.0
Delta County,TX,0.343,0.194,Very Low,0.003,0.163,0.331,-95.853057,16.2
Denton County,TX,0.105,0.515,Very Low,0.073,0.355,0.316,-96.903328,19.9
DeWitt County,TX,0.359,0.238,Low,0.002,0.161,0.139,-97.505025,14.5
Dickens County,TX,0.427,0.158,Very Low,0.0,0.145,0.332,-100.850215,15.7
Dimmit County,TX,0.477,0.166,Low,0.001,0.209,0.118,-99.83114,22.3
Donley County,TX,0.382,0.136,Very Low,0.0,0.132,0.392,-100.65905,15.3
Duval County,TX,0.5,0.137,Medium,0.088,0.392,0.197,-81.39661,45.1
Eastland County,TX,0.334,0.185,Very Low,0.002,0.136,0.289,-98.675315,13.8
Edwards County,TX,0.427,0.142,Very Low,0.0,0.145,0.524,-99.411378,16.4
Ellis County,TX,0.17,0.426,Very Low,0.0,0.775,0.287,-97.10224,49.4
El Paso County,TX,0.384,0.196,Low,0.065,0.202,0.267,-106.57503,20.0
Erath County,TX,0.325,0.221,Very Low,0.004,0.222,0.278,-98.219918,20.7
Falls County,TX,0.466,0.146,Very Low,0.002,0.182,0.229,-96.974462,20.4
Fannin County,TX,0.295,0.202,Very Low,0.003,0.192,0.33,-96.344594,18.7
Fayette County,TX,0.195,0.294,Very Low,0.002,0.14,0.524,-81.150437,11.2
Floyd County,TX,0.418,0.136,Very Low,0.004,0.184,0.354,-101.336787,21.2
Fort Bend County,TX,0.082,0.701,Very Low,0.065,0.238,0.168,-95.931018,10.6
Franklin County,TX,0.295,0.201,Very Low,0.0,0.203,0.899,-118.556564,19.8
Freestone County,TX,0.282,0.244,Very Low,0.002,0.19,0.253,-96.280818,16.8
Frio County,TX,0.589,0.155,Very Low,0.002,0.181,0.135,-99.098991,19.9
Gaines County,TX,0.225,0.295,Very Low,0.002,0.263,0.3,-102.650467,21.0
Galveston County,TX,0.241,0.42,Very Low,0.031,0.613,0.152,-94.914945,39.5
Gillespie County,TX,0.159,0.304,Very Low,0.003,0.201,0.194,-99.272581,15.8
Glasscock County,TX,0.1,0.504,Very Low,0.0,0.234,0.263,-101.488384,13.3
Gray County,TX,0.218,0.257,Very Low,0.001,0.202,0.422,-100.965025,17.4
Grayson County,TX,0.268,0.245,Very Low,0.003,0.158,0.468,-81.149248,14.0
Gregg County,TX,0.309,0.249,Low,0.012,0.356,0.293,-94.904911,31.2
Grimes County,TX,0.327,0.207,Low,0.003,0.285,0.194,-95.829997,27.4
Guadalupe County,TX,0.157,0.402,Very Low,0.014,0.0,0.161,-98.1501,0.0
Hale County,TX,0.384,0.185,Very Low,0.002,0.206,0.312,-87.627545,20.9
Hall County,TX,0.502,0.09,Very Low,0.0,0.159,0.372,-100.895302,21.0
Hamilton County,TX,0.273,0.226,Very Low,0.001,0.19,0.256,-98.119669,17.5
Hansford County,TX,0.189,0.314,Low,0.001,0.179,0.45,-101.194289,13.8
Hardeman County,TX,0.332,0.148,Very Low,0.0,0.174,0.366,-99.514142,19.4
Hardin County,TX,0.191,0.323,Very Low,0.003,0.227,0.189,-94.399895,17.2
Harris County,TX,0.3,0.328,Very Low,0.003,0.354,0.185,-95.383966,26.6
Harrison County,TX,0.343,0.23,Very Low,0.001,0.243,0.581,-80.305443,22.2
Hartley County,TX,0.148,0.421,Very Low,0.001,0.242,0.443,-102.512375,15.6
Haskell County,TX,0.43,0.128,Very Low,0.001,0.179,0.326,-99.673674,21.1
Hays County,TX,0.232,0.371,Very Low,0.018,0.241,0.182,-98.090553,16.8
Henderson County,TX,0.291,0.214,Very Low,0.011,0.241,0.277,-95.570391,22.9
Hidalgo County,TX,0.63,0.122,Low,0.081,0.13,0.022,-98.340422,15.6
Hill County,TX,0.327,0.214,Very Low,0.003,0.203,0.263,-96.928185,19.2
Hockley County,TX,0.284,0.251,Low,0.002,0.258,0.332,-102.490809,22.5
Hood County,TX,0.145,0.374,Very Low,0.005,0.263,0.291,-98.047055,18.3
Hopkins County,TX,0.284,0.198,Very Low,0.005,0.217,0.326,-95.536066,21.3
Houston County,TX,0.536,0.142,Very Low,0.002,0.188,0.241,-95.18537,21.4
Howard County,TX,0.357,0.235,Very Low,0.001,0.225,0.282,-101.308823,20.3
Hunt County,TX,0.298,0.23,Low,0.009,0.323,0.309,-96.252228,29.5
Hutchinson County,TX,0.245,0.293,Very Low,0.001,0.178,0.426,-101.40236,14.3
Irion County,TX,0.102,0.407,Very Low,0.0,0.253,0.237,-100.820808,16.6
Jack County,TX,0.311,0.28,Low,0.001,0.199,0.313,-98.068784,16.4
Jackson County,TX,0.232,0.299,Very Low,0.001,0.162,0.562,-81.708811,12.8
Jasper County,TX,0.28,0.23,Very Low,0.002,0.154,0.211,-93.90007,14.1
Jeff Davis County,TX,0.225,0.24,Very Low,0.0,0.147,0.208,-104.495314,13.1
Jefferson County,TX,0.307,0.24,Very Low,0.001,0.379,0.579,-77.810685,33.9
Jim Hogg County,TX,0.45,0.128,Very Low,0.0,0.152,0.067,-98.686068,18.0
Jim Wells County,TX,0.425,0.195,Medium,0.004,0.274,0.095,-97.993728,27.1
Johnson County,TX,0.182,0.347,Very Low,0.0,0.343,0.293,-97.120532,24.9
Jones County,TX,0.409,0.184,Very Low,0.0,0.148,0.303,-99.623217,15.0
Karnes County,TX,0.377,0.235,Very Low,0.001,0.173,0.135,-97.713067,15.6
Kaufman County,TX,0.22,0.364,Very Low,0.011,0.482,0.303,-96.474931,34.0
Kendall County,TX,0.105,0.546,Very Low,0.004,0.306,0.173,-98.729667,16.5
Kent County,TX,0.18,0.218,Very Low,0.016,0.0,0.327,-100.659691,0.0
Kerr County,TX,0.248,0.238,Very Low,0.005,0.23,0.186,-99.237509,20.7
King County,TX,0.173,0.453,Very Low,0.0,0.271,0.932,-122.455105,16.6
Kinney County,TX,0.391,0.174,Very Low,0.0,0.214,0.152,-100.425481,22.3
Kleberg County,TX,0.475,0.167,Low,0.003,0.239,0.066,-97.79809,25.4
Knox County,TX,0.359,0.198,Very Low,0.001,0.156,0.337,-99.792932,15.4
Lamar County,TX,0.35,0.161,Very Low,0.006,0.154,0.335,-95.724933,16.6
Lamb County,TX,0.418,0.184,Very Low,0.001,0.185,0.351,-102.33488,18.9
La Salle County,TX,0.557,0.19,Very Low,0.001,0.204,0.098,-99.354489,20.4
Lavaca County,TX,0.2,0.261,Very Low,0.002,0.238,0.158,-97.173611,20.4
Lee County,TX,0.205,0.309,Very Low,0.008,0.155,0.476,-83.057415,12.0
Leon County,TX,0.236,0.241,Very Low,0.002,0.177,0.227,-96.115745,15.8
Liberty County,TX,0.282,0.298,Very Low,0.0,0.212,0.191,-95.095802,16.9
Limestone County,TX,0.357,0.172,Very Low,0.009,0.183,0.248,-96.528061,19.1
Lipscomb County,TX,0.143,0.37,Very Low,0.0,0.221,0.46,-100.325792,15.4
Llano County,TX,0.259,0.228,Very Low,0.002,0.302,0.208,-98.418768,27.8
Lubbock County,TX,0.38,0.235,Medium,0.029,0.305,0.335,-101.685343,27.5
McLennan County,TX,0.375,0.227,Low,0.024,0.351,0.247,-97.230789,32.3
Madison County,TX,0.359,0.174,Very Low,0.002,0.215,0.227,-95.7565,22.4
Marion County,TX,0.455,0.119,Very Low,0.001,0.175,0.59,-80.220774,21.2
