County,State,Pov_Pct_All,Median_Income,Crime_Rate_per_100000,Population,Mean_Rent,Latitude,Longitude,Pct_Income_as_Rent
Christian County,MO,Low,Low,Very Low,Very Low,Low,Medium,-93.217803,18.7
Clark County,MO,Low,Low,Very Low,Very Low,Low,Very High,-90.598773,14.7
Clay County,MO,Low,Medium,Very Low,Very Low,Low,Low,-98.231798,11.2
Clinton County,MO,Low,Medium,Very Low,Very Low,Low,High,-77.742258,10.1
Cole County,MO,Low,Low,Low,Very Low,Low,Medium,-92.182485,15.2
Cooper County,MO,Low,Low,Very Low,Very Low,Low,Medium,-92.703119,22.6
Crawford County,MO,Medium,Low,Very Low,Very Low,Low,High,-90.898947,15.2
Dade County,MO,Low,Low,Very Low,Very Low,Low,Medium,-93.673684,19.6
Dallas County,MO,Medium,Low,Very Low,Very Low,Low,Low,-96.708069,36.7
Daviess County,MO,Low,Low,Very Low,Very Low,Low,High,-93.776157,17.4
DeKalb County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-85.821149,15.5
Dent County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-91.211643,15.2
Douglas County,MO,Medium,Low,Very Low,Very Low,Low,Very High,-91.799516,13.8
Franklin County,MO,Low,Low,Very Low,Very Low,Low,Very High,-118.556564,17.1
Gasconade County,MO,Low,Low,Very Low,Very Low,Low,Medium,-91.402961,14.4
Gentry County,MO,Low,Low,Very Low,Very Low,Low,High,-94.222302,10.9
Greene County,MO,Low,Low,Very Low,Very Low,Low,Medium,-82.819673,16.1
Grundy County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-85.56558,19.7
Harrison County,MO,Low,Low,Very Low,Very Low,Low,Medium,-80.305443,27.2
Henry County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-79.894608,10.6
Hickory County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-93.402154,16.6
Holt County,MO,Low,Low,Very Low,Very Low,Low,High,-99.140632,15.2
Howard County,MO,Low,Low,Very Low,Very Low,Low,Low,-101.308823,21.4
Howell County,MO,Medium,Low,Low,Very Low,Low,Medium,-91.867957,20.7
Iron County,MO,Medium,Low,Very Low,Very Low,Low,Very High,-90.2695,0.0
Jackson County,MO,Low,Low,Very Low,Very Low,Low,Medium,-81.708811,14.2
Jasper County,MO,Low,Low,Very Low,Very Low,Low,Low,-93.90007,15.0
Jefferson County,MO,Low,Medium,Very Low,Very Low,Medium,Medium,-77.810685,27.5
Johnson County,MO,Low,Low,Very Low,Very Low,Medium,Low,-97.120532,33.1
Knox County,MO,Medium,Low,Very Low,Very Low,Low,Low,-99.792932,16.5
Laclede County,MO,Low,Low,Low,Very Low,Low,Medium,-92.789458,21.6
Lafayette County,MO,Low,Low,Very Low,Very Low,Low,High,-89.857206,17.2
Lawrence County,MO,Medium,Low,Very Low,Very Low,Low,Low,-87.501768,17.6
Lewis County,MO,Low,Low,Very Low,Very Low,Low,Medium,-80.462208,15.2
Lincoln County,MO,Low,Low,Very Low,Very Low,Low,High,-110.900716,0.0
Linn County,MO,Low,Low,Very Low,Very Low,Low,Very High,-122.824277,16.8
Livingston County,MO,Medium,Low,Very Low,Very Low,Low,High,-77.596423,25.4
McDonald County,MO,Medium,Low,Medium,Very Low,Low,Medium,-94.607488,15.6
Macon County,MO,Low,Low,Very Low,Very Low,Low,Medium,-85.848095,13.8
Madison County,MO,Medium,Low,Very Low,Very Low,Low,Low,-95.7565,25.6
Marion County,MO,Low,Low,Very Low,Very Low,Low,Medium,-80.220774,18.0
Mercer County,MO,Low,Low,Very Low,Very Low,Low,Medium,-81.096206,19.0
Miller County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-92.46004,19.6
Mississippi County,MO,Medium,Low,Medium,Very Low,Low,Medium,-89.535886,0.0
Moniteau County,MO,Low,Low,Very Low,Very Low,Low,Medium,-92.483904,13.1
Monroe County,MO,Low,Low,Very Low,Very Low,Low,Medium,-80.795017,15.3
Montgomery County,MO,Low,Low,Very Low,Very Low,Low,Medium,-80.488108,26.1
Morgan County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-78.455275,13.7
New Madrid County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-89.699417,15.0
Newton County,MO,Low,Low,Very Low,Very Low,Low,Low,-93.601865,20.1
Nodaway County,MO,Medium,Low,Very Low,Very Low,Low,High,-94.621808,11.3
Oregon County,MO,Medium,Low,Low,Very Low,Low,Medium,-91.533944,0.0
Osage County,MO,Low,Low,Very Low,Very Low,Low,Medium,-96.71331,10.5
Ozark County,MO,Medium,Low,Low,Very Low,Low,Medium,-92.638035,0.0
Pemiscot County,MO,Medium,Low,High,Very Low,Low,Medium,-89.862102,23.4
Perry County,MO,Low,Low,Very Low,Very Low,Low,High,-77.133946,17.8
Pettis County,MO,Low,Low,Very Low,Very Low,Low,Medium,-93.423907,16.7
Phelps County,MO,Medium,Low,Very Low,Very Low,Low,High,-99.250838,21.3
Pike County,MO,Medium,Low,Very Low,Very Low,Low,High,-74.890774,29.6
Platte County,MO,Low,Medium,Very Low,Very Low,Low,High,-105.06758,0.0
Polk County,MO,Low,Low,Very Low,Very Low,Low,Very High,-92.634675,23.1
Pulaski County,MO,Low,Low,Very Low,Very Low,Low,Medium,-80.595817,0.0
Putnam County,MO,Low,Low,Very Low,Very Low,Low,Medium,-81.81221,23.2
Ralls County,MO,Low,Low,Very Low,Very Low,Low,Medium,-91.489341,0.0
Randolph County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-79.963734,15.8
Ray County,MO,Low,Low,Very Low,Very Low,Low,Medium,-94.064919,17.4
Ripley County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-90.82186,18.1
St. Charles County,MO,Low,Medium,Very Low,Very Low,Low,Medium,-90.870758,16.1
St. Clair County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-93.698005,16.1
Ste. Genevieve County,MO,Low,Low,Low,Very Low,Low,Medium,-90.049982,13.6
St. Francois County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-90.603497,18.2
St. Louis County,MO,Low,Medium,Very Low,Very Low,Low,Medium,-90.360075,19.9
Saline County,MO,Low,Low,Very Low,Very Low,Low,High,-97.114886,19.0
Schuyler County,MO,Medium,Low,Very Low,Very Low,Low,High,-92.566678,13.9
Scotland County,MO,Low,Low,Very Low,Very Low,Low,Low,-79.365208,19.4
Scott County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-82.563351,18.1
Shannon County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-91.326962,23.8
Shelby County,MO,Low,Low,Very Low,Very Low,Low,Low,-94.245706,11.9
Stoddard County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-89.781927,0.0
Stone County,MO,Low,Low,Very Low,Very Low,Low,Medium,-93.397142,24.4
Sullivan County,MO,Low,Low,Very Low,Very Low,Low,Medium,-82.461254,17.7
Taney County,MO,Low,Low,Low,Very Low,Low,Medium,-93.173933,22.7
Texas County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-101.216113,23.4
Vernon County,MO,Medium,Low,Very Low,Very Low,Low,High,-90.858193,19.4
Warren County,MO,Low,Low,Very Low,Very Low,Low,Medium,-85.860575,12.7
Washington County,MO,Medium,Low,Very Low,Very Low,Low,High,-88.047646,27.6
Wayne County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-82.441558,19.4
Webster County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-80.373231,0.0
Worth County,MO,Low,Low,Very Low,Very Low,Low,High,-94.614602,7.6
Wright County,MO,Medium,Low,Very Low,Very Low,Low,Medium,-92.418931,20.3
Beaverhead County,MT,Low,Low,Very Low,Very Low,Low,Very High,-108.746867,18.7
Big Horn County,MT,Medium,Low,Very Low,Very Low,Low,High,-107.614964,0.0
Blaine County,MT,Medium,Low,Very Low,Very Low,Low,Medium,-98.550984,8.2
Broadwater County,MT,Low,Low,Very Low,Very Low,Low,Very High,-111.631355,12.7
Carbon County,MT,Low,Low,Very Low,Very Low,Low,High,-106.811489,21.8
Carter County,MT,Low,Low,Very Low,Very Low,Low,Medium,-82.232529,13.3
Cascade County,MT,Low,Low,Very Low,Very Low,Low,Very High,-111.560869,17.0
Chouteau County,MT,Low,Low,Very Low,Very Low,Low,Very High,-110.767534,20.2
Custer County,MT,Low,Low,Very Low,Very Low,Low,High,-103.594582,15.5
Dawson County,MT,Low,Low,Very Low,Very Low,Low,Low,-101.715847,0.0
Fallon County,MT,Low,Medium,Very Low,Very Low,Low,Very High,-104.521103,15.1
Fergus County,MT,Low,Low,Very Low,Very Low,Low,Very High,-109.377281,14.1
Flathead County,MT,Low,Low,Very Low,Very Low,Low,Very High,-114.368879,20.1
Gallatin County,MT,Low,Medium,Very Low,Very Low,Low,Very High,-111.648915,17.3
Garfield County,MT,Low,Low,Very Low,Very Low,Low,Very High,-117.596667,17.5
Glacier County,MT,Medium,Low,Low,Very Low,Low,Very High,-113.142221,25.6
Golden Valley County,MT,Medium,Low,Very Low,Very Low,Low,Very High,-103.982313,14.3
Granite County,MT,Low,Low,Very Low,Very Low,Low,Very High,-113.296002,17.6
Hill County,MT,Medium,Low,Very Low,Very Low,Low,Low,-96.928185,19.5
Jefferson County,MT,Low,Medium,Very Low,Very Low,Medium,Medium,-77.810685,25.8
Judith Basin County,MT,Low,Low,Very Low,Very Low,Low,Very High,-109.873339,13.9
Lake County,MT,Medium,Low,Very Low,Very Low,Low,High,-97.215415,28.6
Lewis and Clark County,MT,Low,Low,Low,Very Low,Low,Very High,-112.101377,11.5
Liberty County,MT,Low,Low,Very Low,Very Low,Low,Very Low,-95.095802,22.6
Lincoln County,MT,Medium,Low,Very Low,Very Low,Low,High,-110.900716,0.0
Madison County,MT,Low,Low,Very Low,Very Low,Low,Low,-95.7565,18.4
Meagher County,MT,Low,Low,Very Low,Very Low,Low,Very High,-110.903896,18.5
Mineral County,MT,Low,Low,Very Low,Very Low,Low,Medium,-78.761355,18.6
Missoula County,MT,Low,Low,Low,Very Low,Low,Very High,-113.825224,26.7
Musselshell County,MT,Low,Low,Low,Very Low,Low,Very High,-108.574114,12.2
Park County,MT,Low,Low,Very Low,Very Low,Low,High,-108.860971,17.1
Phillips County,MT,Low,Low,Very Low,Very Low,Low,Very High,-107.341334,10.2
Powder River County,MT,Low,Low,Very Low,Very Low,Low,Very High,-105.31155,14.9
Powell County,MT,Medium,Low,Very Low,Very Low,Low,Very High,-113.181749,21.4
Prairie County,MT,Low,Low,Very Low,Very Low,Low,Very High,-105.312483,15.7
Ravalli County,MT,Low,Low,Very Low,Very Low,Low,Very High,-114.081347,20.4
Richland County,MT,Low,Medium,Very Low,Very Low,Low,High,-90.38342,9.6
Roosevelt County,MT,Medium,Low,Low,Very Low,Low,Low,-103.354213,22.4
Rosebud County,MT,Medium,Low,Very Low,Very Low,Low,Very High,-106.613368,12.6
Sanders County,MT,Medium,Low,Very Low,Very Low,Low,Very High,-115.770857,0.0
Sheridan County,MT,Low,Low,Very Low,Very Low,Low,Very High,-107.166066,16.5
Silver Bow County,MT,Low,Low,Very Low,Very Low,Low,Very High,-112.539545,18.2
Stillwater County,MT,Low,Medium,Low,Very Low,Low,Very High,-109.547281,14.3
Sweet Grass County,MT,Low,Low,Very Low,Very Low,Low,Very High,-109.779744,16.4
Teton County,MT,Low,Low,Very Low,Very Low,Medium,High,-110.91455,40.6
Toole County,MT,Low,Low,Very Low,Very Low,Low,Very High,-111.862036,16.1
Valley County,MT,Low,Low,Very Low,Very Low,Low,High,-98.772679,11.4
Wheatland County,MT,Medium,Low,Very Low,Very Low,Low,Very High,-109.753312,18.2
Yellowstone County,MT,Low,Medium,Very Low,Very Low,Low,Very High,-108.162267,16.6
Adams County,NE,Low,Low,Very Low,Very Low,Low,Very High,-103.6106598,19.1
Antelope County,NE,Low,Low,Very Low,Very Low,Low,High,-98.125047,0.0
Blaine County,NE,Low,Low,Very Low,Very Low,Low,Medium,-98.550984,6.3
Boone County,NE,Low,Low,Very Low,Very Low,Low,Medium,-81.71774,11.8
Box Butte County,NE,Low,Low,Very Low,Very Low,Low,High,-102.982984,0.0
Boyd County,NE,Low,Low,Very Low,Very Low,Low,High,-99.097,17.3
Brown County,NE,Low,Low,Very Low,Very Low,Low,Very High,-88.234279,17.1
Buffalo County,NE,Low,Low,Very Low,Very Low,Low,High,-91.705204,14.2
Burt County,NE,Low,Low,Very Low,Very Low,Low,High,-96.224066,14.9
Butler County,NE,Low,Low,Very Low,Very Low,Low,High,-79.896456,17.1
Cass County,NE,Low,Medium,Very Low,Very Low,Low,Low,-94.15323,12.1
Cedar County,NE,Low,Low,Very Low,Very Low,Low,High,-97.266925,11.8
Chase County,NE,Low,Low,Very Low,Very Low,Low,Medium,-96.562014,17.4
Cherry County,NE,Low,Low,Very Low,Very Low,Low,High,-100.237122,0.0
Cheyenne County,NE,Low,Medium,Very Low,Very Low,Low,High,-102.968591,13.1
Clay County,NE,Low,Low,Very Low,Very Low,Low,Low,-98.231798,14.1
Colfax County,NE,Low,Low,Very Low,Very Low,Low,Medium,-105.103801,0.0
Cuming County,NE,Low,Low,Very Low,Very Low,Low,High,-96.573265,11.2
Custer County,NE,Low,Low,Very Low,Very Low,Low,High,-103.594582,14.4
Dakota County,NE,Low,Low,Very Low,Very Low,Low,High,-96.571302,15.1
Dawson County,NE,Low,Low,Very Low,Very Low,Low,Low,-101.715847,0.0
Deuel County,NE,Low,Low,Very Low,Very Low,Low,Very High,-96.690239,13.1
Dixon County,NE,Low,Low,Very Low,Very Low,Low,High,-96.735582,16.7
Dodge County,NE,Low,Low,Very Low,Very Low,Low,High,-88.737534,17.8
Douglas County,NE,Low,Medium,Very Low,Very Low,Low,Very High,-91.799516,7.8
Dundy County,NE,Low,Low,Very Low,Very Low,Low,High,-101.535397,13.0
Fillmore County,NE,Low,Low,Very Low,Very Low,Low,High,-97.587094,14.3
Franklin County,NE,Low,Low,Very Low,Very Low,Low,Very High,-118.556564,19.2
Frontier County,NE,Low,Low,Very Low,Very Low,Low,High,-100.400327,0.0
Furnas County,NE,Low,Low,Very Low,Very Low,Low,High,-100.165389,20.4
Gage County,NE,Low,Low,Very Low,Very Low,Low,High,-96.65885,0.0
Garfield County,NE,Low,Low,Very Low,Very Low,Low,Very High,-117.596667,18.0
Grant County,NE,Low,Low,Very Low,Very Low,Low,High,-90.97229,14.0
Greeley County,NE,Low,Low,Very Low,Very Low,Low,High,-98.362548,15.8
Hall County,NE,Low,Low,Very Low,Very Low,Low,Low,-100.895302,13.5
Hamilton County,NE,Low,Medium,Very Low,Very Low,Low,Low,-98.119669,12.4
Harlan County,NE,Low,Low,Very Low,Very Low,Low,High,-99.4551,10.8
Hayes County,NE,Low,Low,Very Low,Very Low,Low,High,-101.020397,11.6
Holt County,NE,Low,Low,Very Low,Very Low,Low,High,-99.140632,12.9
Hooker County,NE,Low,Low,Very Low,Very Low,Low,High,-101.044336,18.5
Howard County,NE,Low,Low,Very Low,Very Low,Low,Low,-101.308823,18.2
Jefferson County,NE,Low,Low,Very Low,Very Low,Medium,Medium,-77.810685,34.5
Johnson County,NE,Low,Low,Very Low,Very Low,Medium,Low,-97.120532,30.8
Kearney County,NE,Low,Low,Very Low,Very Low,Low,High,-99.169411,14.7
Keith County,NE,Low,Low,Very Low,Very Low,Low,High,-101.351957,15.7
Knox County,NE,Low,Low,Very Low,Very Low,Low,Low,-99.792932,14.6
Lancaster County,NE,Low,Low,Very Low,Very Low,Low,Medium,-76.389965,22.9
Lincoln County,NE,Low,Low,Very Low,Very Low,Low,High,-110.900716,0.0
Logan County,NE,Low,Low,Very Low,Very Low,Low,Medium,-81.984432,12.3
McPherson County,NE,Low,Low,Very Low,Very Low,Low,Medium,-97.427721,0.0
Madison County,NE,Low,Low,Very Low,Very Low,Low,Low,-95.7565,17.8
Merrick County,NE,Low,Low,Very Low,Very Low,Low,High,-98.259761,13.8
Morrill County,NE,Low,Low,Very Low,Very Low,Low,High,-102.852399,15.5
Nance County,NE,Low,Low,Very Low,Very Low,Low,High,-98.067731,13.8
Nemaha County,NE,Low,Low,Very Low,Very Low,Low,High,-95.675965,13.0
Nuckolls County,NE,Low,Low,Very Low,Very Low,Low,High,-98.066257,18.1
Otoe County,NE,Low,Low,Very Low,Very Low,Low,High,-96.030868,13.9
Pawnee County,NE,Low,Low,Very Low,Very Low,Low,Medium,-96.703909,13.3
Perkins County,NE,Low,Medium,Very Low,Very Low,Low,High,-102.044184,14.1
Phelps County,NE,Low,Low,Very Low,Very Low,Low,High,-99.250838,15.6
Pierce County,NE,Low,Low,Very Low,Very Low,Low,Very High,-92.480249,15.2
Platte County,NE,Low,Medium,Very Low,Very Low,Low,High,-105.06758,0.0
Polk County,NE,Low,Medium,Very Low,Very Low,Low,Very High,-92.634675,15.4
Red Willow County,NE,Low,Low,Very Low,Very Low,Low,High,-100.621371,14.7
Richardson County,NE,Low,Low,Very Low,Very Low,Low,High,-95.830079,15.0
Rock County,NE,Low,Low,Very Low,Very Low,Low,High,-89.257259,17.4
Saline County,NE,Low,Low,Very Low,Very Low,Low,High,-97.114886,14.2
Sarpy County,NE,Low,Medium,Very Low,Very Low,Low,High,-96.133196,10.3
Saunders County,NE,Low,Medium,Very Low,Very Low,Low,High,-96.808157,11.1
Scotts Bluff County,NE,Low,Low,Very Low,Very Low,Low,High,-103.662035,21.6
Seward County,NE,Low,Medium,Very Low,Very Low,Low,High,-97.096095,13.9
Sheridan County,NE,Low,Low,Very Low,Very Low,Low,Very High,-107.166066,17.8
Sherman County,NE,Low,Low,Very Low,Very Low,Low,Medium,-102.073915,19.7
Sioux County,NE,Low,Low,Very Low,Very Low,Low,Very High,-100.630182,14.7
Stanton County,NE,Low,Low,Very Low,Very Low,Low,High,-97.212275,12.0
Thayer County,NE,Low,Low,Very Low,Very Low,Low,High,-97.497006,11.6
Thomas County,NE,Low,Low,Very Low,Very Low,Low,High,-100.574729,13.0
Thurston County,NE,Medium,Low,Very Low,Very Low,Low,Very High,-122.643077,31.1
Valley County,NE,Low,Low,Very Low,Very Low,Low,High,-98.772679,10.6
Washington County,NE,Low,Medium,Very Low,Very Low,Low,High,-88.047646,15.3
Wayne County,NE,Low,Low,Very Low,Very Low,Low,Medium,-82.441558,11.6
Webster County,NE,Low,Low,Very Low,Very Low,Low,Medium,-80.373231,0.0
Wheeler County,NE,Low,Low,Very Low,Very Low,Low,Very High,-120.214649,12.5
York County,NE,Low,Medium,Very Low,Very Low,Low,Low,-81.0256,17.5
Churchill County,NV,Low,Low,Very Low,Very Low,Low,Medium,-119.7297445,16.0
Clark County,NV,Low,Low,Very Low,Very Low,Low,Very High,-90.598773,12.3
Douglas County,NV,Low,Medium,Very Low,Very Low,Low,Very High,-91.799516,7.1
Elko County,NV,Low,Medium,Low,Very Low,Low,High,-114.078633,11.0
Humboldt County,NV,Low,Medium,Very Low,Very Low,Low,High,-117.724649,13.4
Lander County,NV,Low,Medium,Medium,Very Low,Low,Medium,-117.067937,0.0
Lincoln County,NV,Low,Low,Very Low,Very Low,Low,High,-110.900716,0.0
Lyon County,NV,Low,Low,Very Low,Very Low,Low,Medium,-119.383178,17.8
Mineral County,NV,Low,Low,Very Low,Very Low,Low,Medium,-78.761355,17.5
Nye County,NV,Low,Low,Medium,Very Low,Low,Medium,-117.248229,15.0
Pershing County,NV,Medium,Low,High,Very Low,Low,High,-118.114901,0.0
Washoe County,NV,Low,Low,Low,Very Low,Low,Medium,-119.983895,25.1
White Pine County,NV,Low,Low,Low,Very Low,Low,Medium,-115.064318,0.0
Belknap County,NH,Low,Medium,Very Low,Very Low,Low,High,-72.3270208,12.4
Carroll County,NH,Low,Low,Very Low,Very Low,Low,Medium,-80.809459,11.9
Cheshire County,NH,Low,Medium,Very Low,Very Low,Low,High,-72.182874,16.7
Coos County,NH,Low,Low,Very Low,Very Low,Low,High,-124.076248,13.1
Grafton County,NH,Low,Medium,Very Low,Very Low,Low,High,-71.702716,18.6
Hillsborough County,NH,Low,Medium,Very Low,Very Low,Medium,High,-71.513482,19.5
Merrimack County,NH,Low,Medium,Very Low,Very Low,Low,High,-71.824022,12.4
Rockingham County,NH,Low,Medium,Very Low,Very Low,Low,Medium,-78.941163,10.9
Strafford County,NH,Low,Medium,Very Low,Very Low,Low,High,-70.887944,19.0
Sullivan County,NH,Low,Low,Very Low,Very Low,Low,Medium,-82.461254,13.6
Atlantic County,NJ,Low,Low,Low,Very Low,Medium,High,-75.1749057,31.8
Bergen County,NJ,Low,Medium,Very Low,Very Low,Medium,High,-74.031872,19.8
Burlington County,NJ,Low,Medium,Very Low,Very Low,Medium,High,-74.95278,24.5
Camden County,NJ,Low,Medium,Very Low,Very Low,Low,High,-75.021701,18.9
Cape May County,NJ,Low,Low,Very Low,Very Low,Medium,Medium,-74.935972,27.1
Cumberland County,NJ,Low,Low,Very Low,Very Low,Low,Medium,-78.399326,22.8
Essex County,NJ,Low,Low,Very Low,Very Low,Low,Very High,-71.885546,13.1
Gloucester County,NJ,Low,Medium,Very Low,Very Low,Low,Medium,-76.497368,15.6
Hudson County,NJ,Low,Medium,Low,Very Low,Medium,High,-74.067649,33.3
Hunterdon County,NJ,Low,High,Very Low,Very Low,Medium,High,-74.771893,18.5
Mercer County,NJ,Low,Medium,Very Low,Very Low,Low,Medium,-81.096206,11.4
Middlesex County,NJ,Low,Medium,Very Low,Very Low,Medium,Medium,-76.593798,19.2
Monmouth County,NJ,Low,Medium,Very Low,Very Low,High,High,-74.338899,33.1
Morris County,NJ,Low,High,Very Low,Very Low,Low,Low,-94.72588,8.3
Ocean County,NJ,Low,Medium,Very Low,Very Low,Low,Medium,-74.333448,18.8
Passaic County,NJ,Low,Low,Low,Very Low,Medium,High,-74.194581,30.9
Salem County,NJ,Low,Medium,Very Low,Very Low,Low,Medium,-75.326232,17.4
Somerset County,NJ,Low,High,Very Low,Very Low,Low,High,-78.847983,7.9
Sussex County,NJ,Low,Medium,Very Low,Very Low,Low,Medium,-76.988096,11.6
Union County,NJ,Low,Medium,Very Low,Very Low,Low,Medium,-83.806439,8.8
Warren County,NJ,Low,Medium,Very Low,Very Low,Low,Medium,-85.860575,9.2
Bernalillo County,NM,Medium,Low,Medium,Very Low,Low,Low,-106.6162263,18.6
Catron County,NM,Medium,Low,Very Low,Very Low,Low,Low,-108.858158,0.0
Chaves County,NM,Medium,Low,Low,Very Low,Low,Low,-104.529393,24.1
Cibola County,NM,Medium,Low,Medium,Very Low,Low,Medium,-107.560966,0.0
Colfax County,NM,Medium,Low,Very Low,Very Low,Low,Medium,-105.103801,0.0
Curry County,NM,Medium,Low,Very Low,Very Low,Low,High,-124.398775,0.0
Eddy County,NM,Low,Medium,Very Low,Very Low,Low,Low,-103.978353,22.8
Grant County,NM,Medium,Low,Very Low,Very Low,Low,High,-90.97229,20.0
Guadalupe County,NM,Medium,Low,Very Low,Very Low,Low,Very Low,-98.1501,0.0
Hidalgo County,NM,Medium,Low,Low,Very Low,Low,Very Low,-98.340422,16.1
Lea County,NM,Low,Low,Low,Very Low,Low,Low,-103.103358,18.8
Lincoln County,NM,Low,Low,Very Low,Very Low,Low,High,-110.900716,0.0
Los Alamos County,NM,Low,High,Low,Very Low,Low,Medium,-106.203267,12.7
Luna County,NM,Medium,Low,Medium,Very Low,Low,Low,-107.67399,0.0
McKinley County,NM,High,Low,Medium,Very Low,Low,Medium,-108.848351,13.7
Mora County,NM,Medium,Low,Very Low,Very Low,Low,Medium,-104.982274,0.0
Otero County,NM,Medium,Low,Very Low,Very Low,Low,Low,-106.017299,18.2
Quay County,NM,Medium,Low,Low,Very Low,Low,Medium,-103.335351,17.9
Rio Arriba County,NM,Medium,Low,Low,Very Low,Low,Medium,-105.958756,12.1
Roosevelt County,NM,Medium,Low,Low,Very Low,Low,Low,-103.354213,23.1
Sandoval County,NM,Low,Medium,Very Low,Very Low,Low,Medium,-106.366982,9.2
San Juan County,NM,Medium,Low,Very Low,Very Low,Low,Medium,-109.420972,15.3
San Miguel County,NM,Medium,Low,Very Low,Very Low,Low,Medium,-105.284209,0.0
Santa Fe County,NM,Low,Low,Low,Very Low,Low,Medium,-105.975178,18.3
Sierra County,NM,Medium,Low,Low,Very Low,Low,Low,-107.269324,20.8
Socorro County,NM,Medium,Low,Medium,Very Low,Low,Low,-106.906169,21.2
Taos County,NM,Medium,Low,Very Low,Very Low,Low,Medium,-105.56347,22.1
Torrance County,NM,Medium,Low,Low,Very Low,Low,Low,-106.300827,0.0
Union County,NM,Low,Low,Very Low,Very Low,Low,Medium,-83.806439,16.9
Valencia County,NM,Medium,Low,Low,Very Low,Low,Low,-106.68694,16.9
Albany County,NY,Low,Medium,Very Low,Very Low,Low,High,-104.8136777,8.9
Allegany County,NY,Low,Low,Very Low,Very Low,Low,High,-77.94573,16.3
Broome County,NY,Low,Low,Low,Very Low,Low,High,-75.894411,18.4
Cattaraugus County,NY,Low,Low,Very Low,Very Low,Low,High,-78.474193,22.9
Cayuga County,NY,Low,Low,Very Low,Very Low,Low,High,-76.563607,16.8
Chautauqua County,NY,Low,Low,Very Low,Very Low,Low,High,-79.574754,16.9
Chemung County,NY,Low,Low,Very Low,Very Low,Low,High,-76.554511,18.5
Chenango County,NY,Low,Low,Very Low,Very Low,Low,High,-75.568689,12.4
Clinton County,NY,Low,Low,Very Low,Very Low,Low,High,-77.742258,12.9
Columbia County,NY,Low,Medium,Very Low,Very Low,Low,High,-89.240512,14.9
Cortland County,NY,Low,Low,Very Low,Very Low,Low,High,-76.20009,16.2
Delaware County,NY,Low,Low,Very Low,Very Low,Low,High,-75.344502,21.6
Dutchess County,NY,Low,Medium,Very Low,Very Low,Medium,High,-73.867477,37.8
Erie County,NY,Low,Low,Very Low,Very Low,Low,High,-79.804783,19.1
Essex County,NY,Low,Low,Very Low,Very Low,Low,Very High,-71.885546,13.1
Franklin County,NY,Medium,Low,Very Low,Very Low,Low,Very High,-118.556564,18.9
Fulton County,NY,Low,Low,Very Low,Very Low,Low,High,-78.192598,0.0
Genesee County,NY,Low,Low,Very Low,Very Low,Low,High,-78.022039,15.6
Greene County,NY,Low,Low,Very Low,Very Low,Low,Medium,-82.819673,14.7
Hamilton County,NY,Low,Low,Very Low,Very Low,Low,Low,-98.119669,16.9
Herkimer County,NY,Low,Low,Very Low,Very Low,Low,High,-75.191375,13.2
Jefferson County,NY,Low,Low,Very Low,Very Low,Medium,Medium,-77.810685,32.2
Kings County,NY,Medium,Low,Low,Very Low,Low,Medium,-119.798256,22.9
Lewis County,NY,Low,Low,Very Low,Very Low,Low,Medium,-80.462208,13.6
Livingston County,NY,Low,Low,Very Low,Very Low,Low,High,-77.596423,19.2
Madison County,NY,Low,Medium,Very Low,Very Low,Low,Low,-95.7565,15.8
Monroe County,NY,Low,Low,Very Low,Very Low,Low,Medium,-80.795017,12.5
Montgomery County,NY,Medium,Low,Very Low,Very Low,Low,Medium,-80.488108,24.4
Nassau County,NY,Low,High,Very Low,Very Low,Medium,High,-73.706215,26.1
Niagara County,NY,Low,Low,Low,Very Low,Low,High,-78.911378,22.4
Oneida County,NY,Low,Low,Very Low,Very Low,Low,High,-75.599216,17.7
Onondaga County,NY,Low,Low,Low,Very Low,Low,High,-76.313518,17.9
Ontario County,NY,Low,Medium,Very Low,Very Low,Low,High,-77.402101,15.7
Orange County,NY,Low,Medium,Very Low,Very Low,Low,High,-72.550642,16.7
Orleans County,NY,Low,Low,Very Low,Very Low,Low,Very High,-72.199501,17.9
Oswego County,NY,Low,Low,Very Low,Very Low,Low,High,-76.541875,23.6
Otsego County,NY,Low,Low,Very Low,Very Low,Low,High,-74.739852,20.3
Putnam County,NY,Low,Medium,Very Low,Very Low,Low,Medium,-81.81221,9.6
Rensselaer County,NY,Low,Medium,Very Low,Very Low,Low,High,-73.642491,18.5
