County,State,Pov_Pct_All,Median_Income,Crime_Rate_per_100000,Population,Mean_Rent,Latitude,Longitude,Pct_Income_as_Rent
Richmond County,NY,Low,Medium,Very Low,Very Low,Low,Low,-79.760317,9.8
Rockland County,NY,Low,Medium,Very Low,Very Low,Medium,High,-73.968833,18.0
St. Lawrence County,NY,Medium,Low,Very Low,Very Low,Low,Very High,-75.392454,20.0
Saratoga County,NY,Low,Medium,Very Low,Very Low,Low,High,-73.639266,16.9
Schenectady County,NY,Low,Medium,Low,Very Low,Low,High,-73.927295,16.6
Schoharie County,NY,Low,Low,Very Low,Very Low,Low,High,-74.612835,17.9
Schuyler County,NY,Low,Low,Very Low,Very Low,Low,High,-92.566678,10.6
Seneca County,NY,Low,Low,Very Low,Very Low,Low,High,-83.104977,0.0
Steuben County,NY,Low,Low,Very Low,Very Low,Low,High,-77.595873,16.0
Suffolk County,NY,Low,Medium,Very Low,Very Low,Medium,High,-73.296085,20.0
Sullivan County,NY,Medium,Low,Very Low,Very Low,Low,Medium,-82.461254,14.9
Tioga County,NY,Low,Medium,Very Low,Very Low,Low,High,-77.540282,10.3
Tompkins County,NY,Medium,Low,Very Low,Very Low,Low,High,-76.542685,18.1
Ulster County,NY,Low,Medium,Very Low,Very Low,Medium,High,-74.085506,31.6
Warren County,NY,Low,Low,Very Low,Very Low,Low,Medium,-85.860575,12.1
Washington County,NY,Low,Low,Very Low,Very Low,Low,High,-88.047646,20.5
Wayne County,NY,Low,Low,Very Low,Very Low,Low,Medium,-82.441558,12.3
Westchester County,NY,Low,Medium,Very Low,Very Low,Medium,High,-73.774708,18.3
Wyoming County,NY,Low,Low,Very Low,Very Low,Low,Medium,-81.536384,17.1
Yates County,NY,Low,Low,Very Low,Very Low,Low,High,-77.227394,19.6
Alamance County,NC,Medium,Low,Low,Very Low,Low,Medium,-82.2959968,16.2
Alexander County,NC,Low,Low,Very Low,Very Low,Low,Medium,-81.175951,16.9
Alleghany County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-79.790567,22.4
Anson County,NC,Medium,Low,Low,Very Low,Low,Low,-80.196263,22.0
Ashe County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-81.489241,19.6
Avery County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-81.980813,24.4
Beaufort County,NC,Medium,Low,Low,Very Low,Low,Low,-80.753485,27.9
Bertie County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-77.224303,24.8
Bladen County,NC,Medium,Low,Low,Very Low,Low,Low,-78.491061,25.2
Brunswick County,NC,Low,Low,Very Low,Very Low,Low,Medium,-77.87296,0.0
Buncombe County,NC,Low,Low,Very Low,Very Low,Low,Medium,-82.299164,17.9
Burke County,NC,Low,Low,Very Low,Very Low,Low,Medium,-81.572674,12.2
Cabarrus County,NC,Low,Medium,Very Low,Very Low,Low,Medium,-80.436782,23.8
Caldwell County,NC,Low,Low,Very Low,Very Low,Low,Very Low,-97.937735,0.0
Camden County,NC,Low,Medium,Very Low,Very Low,Low,High,-75.021701,19.3
Carteret County,NC,Low,Low,Low,Very Low,Low,Low,-76.879076,21.0
Catawba County,NC,Low,Low,Low,Very Low,Low,Medium,-81.219691,22.6
Chatham County,NC,Low,Medium,Very Low,Very Low,Low,Medium,-79.456391,13.7
Cherokee County,NC,Medium,Low,Very Low,Very Low,Low,Low,-95.122103,0.0
Clay County,NC,Low,Low,Very Low,Very Low,Low,Low,-98.231798,18.6
Cleveland County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-97.282809,27.8
Columbus County,NC,Medium,Low,Low,Very Low,Low,Low,-78.701405,20.8
Craven County,NC,Low,Low,Low,Very Low,Low,Medium,-77.1567,13.6
Cumberland County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-78.399326,27.1
Currituck County,NC,Low,Medium,Very Low,Very Low,Low,Medium,-75.951451,10.2
Dare County,NC,Low,Low,Very Low,Very Low,Low,Medium,-75.7807,16.6
Davidson County,NC,Low,Low,Very Low,Very Low,Low,Medium,-86.767453,26.9
Davie County,NC,Low,Low,Very Low,Very Low,Low,Medium,-80.392174,24.2
Duplin County,NC,Medium,Low,Low,Very Low,Low,Low,-77.924569,19.1
Durham County,NC,Low,Low,Medium,Very Low,Low,Medium,-78.910888,0.0
Edgecombe County,NC,Medium,Low,Medium,Very Low,Low,Medium,-77.444269,32.1
Forsyth County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-80.358846,20.0
Franklin County,NC,Low,Low,Very Low,Very Low,Low,Very High,-118.556564,18.0
Gaston County,NC,Low,Low,Low,Very Low,Low,Medium,-81.094445,19.1
Gates County,NC,Low,Low,Very Low,Very Low,Low,Medium,-76.612732,26.2
Graham County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-83.805451,16.5
Granville County,NC,Low,Low,Low,Very Low,Low,Medium,-78.568892,17.6
Greene County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-82.819673,20.2
Guilford County,NC,Low,Low,Low,Very Low,Low,Medium,-79.75441,20.9
Halifax County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-78.913354,20.5
Harnett County,NC,Low,Low,Very Low,Very Low,Low,Medium,-78.612962,16.0
Haywood County,NC,Low,Low,Very Low,Very Low,Low,Medium,-82.910855,18.6
Henderson County,NC,Low,Low,Very Low,Very Low,Low,Low,-95.570391,21.8
Hertford County,NC,Medium,Low,Low,Very Low,Low,Medium,-76.934729,17.9
Hoke County,NC,Medium,Low,Very Low,Very Low,Low,Low,-79.181112,0.0
Hyde County,NC,Medium,Low,Very Low,Very Low,Low,Very High,-99.439332,18.4
Iredell County,NC,Low,Low,Very Low,Very Low,Low,Medium,-80.885126,16.7
Jackson County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-81.708811,16.6
Johnston County,NC,Low,Low,Very Low,Very Low,Low,Low,-96.629676,16.5
Jones County,NC,Medium,Low,Very Low,Very Low,Low,Low,-99.623217,15.9
Lee County,NC,Low,Low,Very Low,Very Low,Low,Medium,-83.057415,14.9
Lincoln County,NC,Low,Low,Very Low,Very Low,Low,High,-110.900716,0.0
McDowell County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-81.591427,13.4
Macon County,NC,Low,Low,Very Low,Very Low,Low,Medium,-85.848095,13.7
Madison County,NC,Medium,Low,Very Low,Very Low,Low,Low,-95.7565,24.2
Martin County,NC,Medium,Low,Very Low,Very Low,Low,Low,-101.793032,25.9
Mecklenburg County,NC,Low,Low,Very Low,Very Low,Low,Medium,-78.094034,16.1
Mitchell County,NC,Low,Low,Very Low,Very Low,Low,Low,-100.938164,27.5
Montgomery County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-80.488108,27.7
Moore County,NC,Low,Low,Very Low,Very Low,Low,Medium,-101.596432,0.0
Nash County,NC,Medium,Low,Medium,Very Low,Low,Medium,-77.830544,20.3
New Hanover County,NC,Low,Low,Low,Very Low,Medium,Low,-77.892296,33.9
Northampton County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-75.823838,30.9
Onslow County,NC,Low,Low,Very Low,Very Low,Low,Low,-77.13363,26.0
Orange County,NC,Low,Medium,Very Low,Very Low,Low,High,-72.550642,19.3
Pamlico County,NC,Low,Low,Very Low,Very Low,Low,Medium,-76.741543,21.1
Pender County,NC,Low,Low,Very Low,Very Low,Low,Low,-77.990787,0.0
Person County,NC,Low,Low,Very Low,Very Low,Low,Medium,-78.980651,16.9
Pitt County,NC,Medium,Low,Low,Very Low,Low,Medium,-77.267597,0.0
Polk County,NC,Low,Low,Very Low,Very Low,Low,Very High,-92.634675,20.9
Randolph County,NC,Low,Low,Very Low,Very Low,Low,Medium,-79.963734,14.6
Richmond County,NC,Medium,Low,Very Low,Very Low,Low,Low,-79.760317,21.1
Robeson County,NC,Medium,Low,Medium,Very Low,Low,Low,-79.25597,0.0
Rockingham County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-78.941163,23.7
Rowan County,NC,Low,Low,Very Low,Very Low,Low,Medium,-80.610475,22.6
Rutherford County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-86.416022,30.4
Sampson County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-78.40411,8.1
Scotland County,NC,Medium,Low,Very Low,Very Low,Low,Low,-79.365208,22.6
Stanly County,NC,Low,Low,Very Low,Very Low,Low,Medium,-80.311341,17.3
Stokes County,NC,Low,Low,Low,Very Low,Low,Medium,-80.423167,16.7
Surry County,NC,Medium,Low,Low,Very Low,Low,Medium,-76.966498,27.0
Union County,NC,Low,Medium,Very Low,Very Low,Low,Medium,-83.806439,8.6
Vance County,NC,Medium,Low,Low,Very Low,Low,Medium,-78.323436,26.3
Wake County,NC,Low,Medium,Very Low,Very Low,Low,Medium,-78.466499,14.4
Warren County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-85.860575,19.3
Washington County,NC,Medium,Low,Very Low,Very Low,Low,High,-88.047646,29.9
Wayne County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-82.441558,15.3
Wilkes County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-81.139076,16.5
Wilson County,NC,Medium,Low,Very Low,Very Low,Low,Very Low,-97.963888,21.3
Yadkin County,NC,Low,Low,Low,Very Low,Low,Medium,-80.663731,19.6
Yancey County,NC,Medium,Low,Very Low,Very Low,Low,Medium,-82.297425,17.5
Adams County,ND,Low,Low,Very Low,Very Low,Low,Very High,-103.6106598,19.3
Barnes County,ND,Low,Low,Very Low,Very Low,Low,Very High,-98.007074,15.0
Benson County,ND,Medium,Low,Very Low,Very Low,Low,Very High,-98.7059,12.8
Bottineau County,ND,Low,Low,Very Low,Very Low,Medium,Very High,-100.682601,25.4
Burke County,ND,Low,Medium,Very Low,Very Low,Low,Medium,-81.572674,7.6
Burleigh County,ND,Low,Medium,Very Low,Very Low,Low,Very High,-100.52726,12.0
Cass County,ND,Low,Low,Very Low,Very Low,Low,Low,-94.15323,14.4
Cavalier County,ND,Low,Low,Very Low,Very Low,Low,Very High,-98.045896,11.0
Dickey County,ND,Low,Low,Very Low,Very Low,Low,Very High,-98.59515,0.0
Divide County,ND,Low,Medium,Very Low,Very Low,Low,Very High,-103.296951,15.2
Dunn County,ND,Low,Medium,Very Low,Very Low,Low,Very High,-92.124327,12.3
Eddy County,ND,Low,Low,Very Low,Very Low,Low,Low,-103.978353,28.8
Emmons County,ND,Low,Low,Very Low,Very Low,Low,Very High,-100.162028,11.1
Foster County,ND,Low,Low,Very Low,Very Low,Low,Very High,-98.566216,12.6
Golden Valley County,ND,Low,Low,Very Low,Very Low,Low,Very High,-103.982313,9.5
Grand Forks County,ND,Low,Low,Very Low,Very Low,Low,Very High,-97.108884,21.2
Grant County,ND,Low,Low,Very Low,Very Low,Low,High,-90.97229,19.4
Griggs County,ND,Low,Low,Very Low,Very Low,Low,Very High,-98.441035,0.0
Hettinger County,ND,Low,Low,Very Low,Very Low,Low,Very High,-102.867038,16.4
Kidder County,ND,Low,Low,Very Low,Very Low,Low,Very High,-99.993407,6.1
LaMoure County,ND,Low,Medium,Very Low,Very Low,Low,Very High,-98.071356,10.7
Logan County,ND,Low,Low,Very Low,Very Low,Low,Medium,-81.984432,12.5
McHenry County,ND,Low,Low,Very Low,Very Low,Low,Very High,-100.616221,14.4
McIntosh County,ND,Low,Low,Very Low,Very Low,Low,Medium,-95.511754,14.2
McLean County,ND,Low,Medium,Very Low,Very Low,Low,Very High,-100.785607,12.7
Mercer County,ND,Low,Medium,Very Low,Very Low,Low,Medium,-81.096206,10.8
Morton County,ND,Low,Medium,Very Low,Very Low,Low,Very High,-101.422618,13.0
Mountrail County,ND,Low,Medium,Very Low,Very Low,Low,Very High,-102.771809,11.6
Nelson County,ND,Low,Low,Very Low,Very Low,Low,Medium,-78.929889,8.1
Pembina County,ND,Low,Medium,Very Low,Very Low,Low,Very High,-97.551627,17.3
Pierce County,ND,Low,Low,Very Low,Very Low,Low,Very High,-92.480249,19.8
Ramsey County,ND,Low,Low,Very Low,Very Low,Low,Very High,-98.367869,11.0
Ransom County,ND,Low,Medium,Very Low,Very Low,Low,Very High,-97.491948,11.5
Renville County,ND,Low,Medium,Very Low,Very Low,Low,Very High,-101.827197,7.8
Richland County,ND,Low,Low,Very Low,Very Low,Low,High,-90.38342,11.5
Rolette County,ND,Medium,Low,Very Low,Very Low,Low,Very High,-99.60951,19.2
Sargent County,ND,Low,Medium,Very Low,Very Low,Low,Very High,-97.618492,9.2
Sheridan County,ND,Low,Low,Very Low,Very Low,Low,Very High,-107.166066,21.9
Sioux County,ND,High,Low,Very Low,Very Low,Low,Very High,-100.630182,24.8
Stark County,ND,Low,Medium,Very Low,Very Low,Low,High,-81.25981,11.4
Steele County,ND,Low,Medium,Very Low,Very Low,Low,High,-93.248084,14.4
Stutsman County,ND,Low,Low,Very Low,Very Low,Low,Very High,-98.58595,21.2
Towner County,ND,Low,Low,Very Low,Very Low,Low,Very High,-99.246084,17.4
Traill County,ND,Low,Low,Very Low,Very Low,Low,Very High,-97.369328,13.5
Walsh County,ND,Low,Low,Very Low,Very Low,Low,Very High,-97.63771,17.1
Ward County,ND,Low,Medium,Very Low,Very Low,Low,Low,-103.005948,15.1
Wells County,ND,Low,Low,Very Low,Very Low,Low,Very High,-99.652695,0.0
Williams County,ND,Low,Medium,Very Low,Very Low,Low,High,-84.416869,8.5
Adams County,OH,Medium,Low,Very Low,Very Low,Low,Very High,-103.6106598,25.3
Allen County,OH,Low,Low,Very Low,Very Low,Low,High,-84.199651,22.6
Ashland County,OH,Low,Low,Very Low,Very Low,Low,Very High,-90.659387,12.8
Athens County,OH,Medium,Low,Very Low,Very Low,Low,Medium,-82.133583,21.2
Auglaize County,OH,Low,Medium,Very Low,Very Low,Low,High,-84.316403,14.4
Belmont County,OH,Low,Low,Very Low,Very Low,Low,High,-80.707064,13.7
Brown County,OH,Low,Low,Very Low,Very Low,Low,Very High,-88.234279,16.9
Butler County,OH,Low,Medium,Very Low,Very Low,Low,High,-79.896456,16.1
Carroll County,OH,Low,Low,Very Low,Very Low,Low,Medium,-80.809459,12.4
Champaign County,OH,Low,Medium,Very Low,Very Low,Low,High,-83.558429,14.1
Clark County,OH,Low,Low,Very Low,Very Low,Low,Very High,-90.598773,13.4
Clermont County,OH,Low,Medium,Very Low,Very Low,Low,Medium,-84.286119,14.3
Clinton County,OH,Low,Low,Very Low,Very Low,Low,High,-77.742258,12.8
Columbiana County,OH,Low,Low,Very Low,Very Low,Low,High,-80.848937,18.8
Coshocton County,OH,Low,Low,Very Low,Very Low,Low,High,-81.751708,18.3
Crawford County,OH,Low,Low,Very Low,Very Low,Low,High,-90.898947,14.1
Cuyahoga County,OH,Medium,Low,Low,Very Low,Low,High,-81.524491,26.4
Darke County,OH,Low,Low,Very Low,Very Low,Low,High,-84.56898,20.9
Defiance County,OH,Low,Low,Very Low,Very Low,Low,High,-84.764737,12.2
Delaware County,OH,Low,High,Very Low,Very Low,Low,High,-75.344502,9.5
Erie County,OH,Low,Low,Very Low,Very Low,Low,High,-79.804783,20.7
Fairfield County,OH,Low,Medium,Very Low,Very Low,Low,Low,-81.090658,11.2
Fayette County,OH,Low,Low,Very Low,Very Low,Low,Medium,-81.150437,13.2
Franklin County,OH,Low,Low,Very Low,Very Low,Low,Very High,-118.556564,16.0
Fulton County,OH,Low,Medium,Very Low,Very Low,Low,High,-78.192598,0.0
Gallia County,OH,Medium,Low,Very Low,Very Low,Low,Medium,-82.33233,30.5
Geauga County,OH,Low,Medium,Very Low,Very Low,Low,High,-81.327964,18.3
Greene County,OH,Low,Medium,Very Low,Very Low,Low,Medium,-82.819673,11.6
Guernsey County,OH,Medium,Low,Very Low,Very Low,Low,High,-81.336835,15.4
Hamilton County,OH,Low,Low,Very Low,Very Low,Low,Low,-98.119669,15.8
Hancock County,OH,Low,Low,Very Low,Very Low,Low,High,-80.616868,9.9
Hardin County,OH,Low,Low,Very Low,Very Low,Low,Very Low,-94.399895,21.9
Harrison County,OH,Low,Low,Very Low,Very Low,Low,Medium,-80.305443,23.4
Henry County,OH,Low,Low,Very Low,Very Low,Low,Medium,-79.894608,7.9
Highland County,OH,Low,Low,Very Low,Very Low,Low,Medium,-79.580883,15.8
Hocking County,OH,Low,Low,Very Low,Very Low,Low,Medium,-82.2427,11.7
Holmes County,OH,Low,Low,Very Low,Very Low,Low,High,-81.694681,17.0
Huron County,OH,Low,Low,Very Low,Very Low,Low,High,-82.723533,14.4
Jackson County,OH,Medium,Low,Very Low,Very Low,Low,Medium,-81.708811,16.1
Jefferson County,OH,Low,Low,Very Low,Very Low,Medium,Medium,-77.810685,37.3
Knox County,OH,Low,Low,Very Low,Very Low,Low,Low,-99.792932,13.1
Lake County,OH,Low,Medium,Very Low,Very Low,Low,High,-97.215415,18.5
Lawrence County,OH,Medium,Low,Very Low,Very Low,Low,Low,-87.501768,18.4
Licking County,OH,Low,Medium,Low,Very Low,Low,High,-82.798908,17.4
Logan County,OH,Low,Low,Very Low,Very Low,Low,Medium,-81.984432,12.6
Lorain County,OH,Low,Low,Very Low,Very Low,Low,High,-82.229515,15.7
Lucas County,OH,Medium,Low,Low,Very Low,Low,High,-83.706462,24.2
Madison County,OH,Low,Medium,Very Low,Very Low,Low,Low,-95.7565,14.4
Mahoning County,OH,Low,Low,Low,Very Low,Medium,High,-81.025268,37.1
Marion County,OH,Medium,Low,Very Low,Very Low,Low,Medium,-80.220774,17.1
Medina County,OH,Low,Medium,Very Low,Very Low,Low,Very Low,-98.79465,14.6
Mercer County,OH,Low,Low,Very Low,Very Low,Low,Medium,-81.096206,14.6
Miami County,OH,Low,Low,Very Low,Very Low,Low,High,-84.346006,18.9
Monroe County,OH,Medium,Low,Very Low,Very Low,Low,Medium,-80.795017,16.2
Montgomery County,OH,Low,Low,Very Low,Very Low,Low,Medium,-80.488108,23.2
Morgan County,OH,Medium,Low,Very Low,Very Low,Low,Medium,-78.455275,13.5
Morrow County,OH,Low,Low,Very Low,Very Low,Low,Very High,-119.820642,19.1
Muskingum County,OH,Low,Low,Very Low,Very Low,Low,High,-82.011954,18.1
Noble County,OH,Low,Low,Very Low,Very Low,Low,Medium,-97.152909,16.4
Ottawa County,OH,Low,Medium,Very Low,Very Low,Low,Medium,-94.786745,12.6
Paulding County,OH,Low,Low,Very Low,Very Low,Low,High,-84.583975,0.0
Perry County,OH,Medium,Low,Very Low,Very Low,Low,High,-77.133946,18.7
Pickaway County,OH,Low,Medium,Very Low,Very Low,Low,Medium,-83.120519,15.2
Pike County,OH,Medium,Low,Very Low,Very Low,Low,High,-74.890774,32.0
Portage County,OH,Low,Low,Very Low,Very Low,Low,Very High,-89.550377,15.8
Preble County,OH,Low,Low,Very Low,Very Low,Low,High,-84.536162,16.6
Putnam County,OH,Low,Medium,Very Low,Very Low,Low,Medium,-81.81221,14.4
Richland County,OH,Low,Low,Very Low,Very Low,Low,High,-90.38342,14.5
Ross County,OH,Low,Low,Very Low,Very Low,Low,Medium,-82.994059,18.4
Sandusky County,OH,Low,Low,Very Low,Very Low,Low,High,-83.045771,0.0
Scioto County,OH,Medium,Low,Very Low,Very Low,Low,Medium,-82.848892,21.9
Seneca County,OH,Low,Low,Very Low,Very Low,Low,High,-83.104977,0.0
Shelby County,OH,Low,Medium,Very Low,Very Low,Low,Low,-94.245706,8.4
Stark County,OH,Low,Low,Very Low,Very Low,Low,High,-81.25981,17.8
Summit County,OH,Low,Low,Very Low,Very Low,Low,High,-111.272208,21.3
Trumbull County,OH,Low,Low,Very Low,Very Low,Low,High,-80.645902,0.0
Tuscarawas County,OH,Low,Low,Very Low,Very Low,Low,High,-81.367055,0.0
Union County,OH,Low,Medium,Very Low,Very Low,Low,Medium,-83.806439,8.1
Van Wert County,OH,Low,Low,Very Low,Very Low,Low,High,-84.455899,23.0
Vinton County,OH,Medium,Low,Very Low,Very Low,Low,Medium,-82.478691,16.8
Warren County,OH,Low,Medium,Very Low,Very Low,Low,Medium,-85.860575,8.1
Washington County,OH,Low,Low,Very Low,Very Low,Low,High,-88.047646,23.5
Wayne County,OH,Low,Low,Very Low,Very Low,Low,Medium,-82.441558,12.0
Williams County,OH,Low,Low,Very Low,Very Low,Low,High,-84.416869,15.5
Wood County,OH,Low,Medium,Very Low,Very Low,Low,Medium,-81.513284,16.3
Wyandot County,OH,Low,Low,Very Low,Very Low,Low,High,-83.131189,16.6
Adair County,OK,Medium,Low,Very Low,Very Low,Low,Medium,-84.7074267,30.0
Alfalfa County,OK,Low,Low,Very Low,Very Low,Low,Medium,-98.423742,22.2
Atoka County,OK,Medium,Low,Very Low,Very Low,Low,Low,-96.167069,23.8
Beaver County,OK,Low,Medium,Very Low,Very Low,Low,High,-111.9796548,16.0
Beckham County,OK,Low,Low,Very Low,Very Low,Low,Medium,-99.920299,18.8
Blaine County,OK,Low,Low,Very Low,Very Low,Low,Medium,-98.550984,6.5
Bryan County,OK,Medium,Low,Very Low,Very Low,Low,Low,-96.504409,20.2
Caddo County,OK,Medium,Low,Low,Very Low,Low,Medium,-98.3574,21.3
Canadian County,OK,Low,Medium,Low,Very Low,Low,Medium,-97.513657,20.1
Carter County,OK,Low,Low,Very Low,Very Low,Low,Medium,-82.232529,13.6
Cherokee County,OK,Medium,Low,Very Low,Very Low,Low,Low,-95.122103,0.0
Choctaw County,OK,Medium,Low,Very Low,Very Low,Low,Low,-95.696291,17.5
Cimarron County,OK,Low,Low,Very Low,Very Low,Low,Medium,-102.251844,17.6
Cleveland County,OK,Low,Medium,Very Low,Very Low,Low,Medium,-97.282809,18.8
Coal County,OK,Medium,Low,Very Low,Very Low,Low,Low,-96.420395,16.9
Comanche County,OK,Low,Low,Very Low,Very Low,Low,Low,-98.402529,17.6
Craig County,OK,Medium,Low,Very Low,Very Low,Low,Medium,-95.161001,18.8
Creek County,OK,Low,Low,Very Low,Very Low,Low,Medium,-96.65007,0.0
Custer County,OK,Low,Low,Very Low,Very Low,Low,High,-103.594582,15.4
Delaware County,OK,Medium,Low,Very Low,Very Low,Low,High,-75.344502,23.8
Dewey County,OK,Low,Low,Very Low,Very Low,Low,Very High,-100.901179,12.5
Ellis County,OK,Low,Medium,Very Low,Very Low,High,Low,-97.10224,57.3
Garfield County,OK,Low,Low,Very Low,Very Low,Low,Very High,-117.596667,16.4
Garvin County,OK,Low,Low,Very Low,Very Low,Low,Low,-97.162545,15.4
Grady County,OK,Low,Low,Very Low,Very Low,Low,Low,-97.957193,11.5
Grant County,OK,Low,Low,Very Low,Very Low,Low,High,-90.97229,15.7
Greer County,OK,Medium,Low,Very Low,Very Low,Low,Medium,-99.509979,25.7
Harmon County,OK,Medium,Low,Low,Very Low,Low,Low,-99.915443,18.0
Harper County,OK,Low,Low,Very Low,Very Low,Low,Medium,-99.748479,0.0
Haskell County,OK,Medium,Low,Very Low,Very Low,Low,Low,-99.673674,20.6
Hughes County,OK,Medium,Low,Very Low,Very Low,Low,Very High,-100.319996,20.4
Jackson County,OK,Low,Low,Very Low,Very Low,Low,Medium,-81.708811,15.4
Jefferson County,OK,Medium,Low,Very Low,Very Low,Medium,Medium,-77.810685,44.6
Johnston County,OK,Medium,Low,Very Low,Very Low,Low,Low,-96.629676,22.3
Kay County,OK,Medium,Low,Low,Very Low,Low,Medium,-97.055436,15.9
Kingfisher County,OK,Low,Medium,Very Low,Very Low,Low,Medium,-98.118394,11.6
Kiowa County,OK,Medium,Low,Very Low,Very Low,Low,Low,-98.952306,14.2
Le Flore County,OK,Medium,Low,Very Low,Very Low,Low,Low,-94.720638,14.8
Lincoln County,OK,Low,Low,Very Low,Very Low,Low,High,-110.900716,0.0
Logan County,OK,Low,Medium,Very Low,Very Low,Low,Medium,-81.984432,10.8
Love County,OK,Low,Low,Very Low,Very Low,Low,Low,-97.139157,19.3
McClain County,OK,Low,Low,Very Low,Very Low,Low,Low,-97.316573,14.8
McCurtain County,OK,Medium,Low,Low,Very Low,Low,Low,-94.645942,12.9
McIntosh County,OK,Medium,Low,Very Low,Very Low,Low,Medium,-95.511754,19.2
Major County,OK,Low,Low,Very Low,Very Low,Low,Medium,-98.326401,8.2
Marshall County,OK,Low,Low,Very Low,Very Low,Low,High,-80.696027,22.6
Mayes County,OK,Medium,Low,Very Low,Very Low,Low,Medium,-95.216708,22.2
Murray County,OK,Low,Low,Very Low,Very Low,Low,High,-95.670244,23.1
Muskogee County,OK,Medium,Low,High,Very Low,Low,Medium,-95.30932,17.2
Noble County,OK,Low,Low,Very Low,Very Low,Low,Medium,-97.152909,15.1
Nowata County,OK,Low,Low,Very Low,Very Low,Low,Medium,-95.804696,15.6
Okfuskee County,OK,Medium,Low,Very Low,Very Low,Low,Medium,-96.135699,12.4
